"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.803532379E1,9.787840843E0,7.447660565E-1,-3.856033802E0
1.805335131E1,8.417351723E0,5.952146053E-1,-2.347957134E0
1.807138037E1,8.145168304E0,1.357926875E-1,-1.066002488E0
1.808940942E1,8.437690735E0,-4.743770957E-1,-9.116654396E-1
1.810744000E1,8.697312355E0,-1.956132501E-1,-1.109073281E0
1.812546740E1,8.906683922E0,4.241278172E-1,-1.775474429E0
1.814349719E1,7.641479015E0,7.178468108E-1,-1.874178290E0
1.816152496E1,6.632306099E0,8.440681696E-1,-1.375872970E0
1.817955548E1,6.608976364E0,1.510469317E0,-8.009973764E-1
1.819758233E1,7.551748276E0,2.089532375E0,-8.344969153E-1
1.821561163E1,8.173283577E0,2.835494757E0,-9.493523836E-1
1.823364032E1,8.876773834E0,3.439084291E0,-1.650449395E0
1.825167047E1,9.461818695E0,3.590430260E0,-2.087139606E0
1.826969830E1,9.711270332E0,3.680759430E0,-1.648654819E0
1.828772998E1,9.927223206E0,3.616751432E0,-6.035895348E-1
1.830575970E1,9.942177773E0,3.417548895E0,4.091726840E-1
1.832377093E1,9.775279045E0,3.255435228E0,8.446664214E-1
1.834181378E1,9.525228500E0,3.016152859E0,6.843472719E-1
1.835984069E1,9.662816048E0,2.807379246E0,-7.178467698E-3
1.837787518E1,1.002951622E1,2.458625317E0,5.024927482E-2
1.839590155E1,1.010369396E1,2.136192322E0,6.101697683E-1
1.841393023E1,1.018445110E1,1.627717614E0,1.042074203E0
1.843195904E1,1.125882912E1,8.979067206E-1,1.071386337E0
1.844998687E1,1.318923855E1,4.594219327E-1,1.617548108E0
1.846801672E1,1.358046532E1,8.207381964E-1,-6.191428304E-1
1.848604480E1,1.275494099E1,9.110672474E-1,-5.276772022E0
1.850407476E1,1.009292603E1,4.283152521E-1,-8.347361565E0
1.852210241E1,7.928617954E0,-4.283152521E-1,-8.844470978E0
1.854013263E1,7.007380962E0,-1.658824325E0,-7.042077065E0
1.855816027E1,8.423334122E0,-1.347159147E0,-2.239681959E0
1.857619055E1,1.219980621E1,2.566302419E-1,2.073979139E0
1.859421801E1,1.374138260E1,1.802991867E0,1.457229018E0
1.861225018E1,1.375932884E1,3.065205812E0,-7.537391186E-1
1.863028460E1,1.218784237E1,3.662214994E0,-4.185046673E0
1.864830444E1,1.040159988E1,3.571287870E0,-6.829713821E0
1.866633331E1,9.443872452E0,3.543770313E0,-7.557132244E0
1.868436102E1,7.773084164E0,3.230908871E0,-5.880959988E0
1.870239148E1,5.401797295E0,2.334198475E0,-2.534597397E0
1.872042126E1,3.544368505E0,1.125823021E0,6.167500615E-1
1.873844903E1,5.068596363E0,4.336991012E-1,2.935993433E0
1.875647882E1,6.631708145E0,2.482553422E-1,3.649054527E0
1.877450634E1,7.886743546E0,1.776670814E-1,2.729612350E0
1.879253546E1,8.550153732E0,3.409772217E-1,1.447657704E0
1.881056451E1,9.010771751E0,5.569294691E-1,6.340979934E-1
1.882859430E1,8.430512428E0,8.991031051E-1,5.198407173E-1
1.884662249E1,7.860422611E0,1.673779488E0,7.130611539E-1
1.886465234E1,8.231907845E0,2.218744755E0,4.666004181E-1
1.888267987E1,8.669795036E0,2.362314224E0,2.093719877E-2
1.890071032E1,8.590831757E0,1.771885157E0,-3.349951655E-2
1.891873748E1,8.945567131E0,1.000798106E0,7.806583643E-1
1.893676251E1,1.017188931E1,8.620143533E-1,2.978466034E0
1.895477954E1,1.181396389E1,1.139581800E0,4.524827480E0
1.897282544E1,1.242054367E1,1.582852125E0,3.862613916E0
1.899085363E1,1.230090332E1,1.441675663E0,2.460419893E0
1.900888806E1,1.364507103E1,9.565308690E-1,-2.141576260E-1
1.902691101E1,1.544626808E1,1.338186026E0,-1.461416483E0
1.904493756E1,1.559821224E1,2.032702923E0,-2.782254457E0
1.906295349E1,1.414756393E1,2.951546669E0,-3.632902861E0
1.908099792E1,1.031486034E1,1.820339799E0,-5.093721390E0
1.909902661E1,6.606583118E0,6.747759581E-1,-4.468596458E0
1.911706018E1,4.485345840E0,3.900300860E-1,-2.471187592E0
1.913508453E1,6.056233883E0,1.363908887E0,7.908278704E-1
1.915311425E1,1.063370419E1,1.748555183E0,1.469791293E0
1.917114190E1,1.233200932E1,1.931606054E0,3.768695518E-2
1.918917199E1,1.083290672E1,1.646860242E0,-1.322632670E0
1.920719970E1,8.697910309E0,1.208973646E0,-1.740180254E0
1.922522857E1,7.739584923E0,6.412764788E-1,-2.055434704E0
1.924325360E1,7.591827869E0,1.507478207E-1,-1.857428551E0
1.926127215E1,7.733004570E0,-2.123630047E-1,-9.296116233E-1
1.927931530E1,8.460422516E0,-8.793623000E-2,2.279163599E-1
1.929734271E1,9.108279228E0,3.457628787E-1,6.155536175E-1
1.931536639E1,8.887541771E0,7.034898400E-1,1.752742529E-1
1.933340295E1,7.661220074E0,1.087537885E0,-1.854437590E-2
1.935143042E1,7.284948349E0,1.484746456E0,-2.201396823E-1
1.936946209E1,7.684549809E0,1.928016901E0,-2.374876440E-1
1.938748455E1,8.285148621E0,2.160120726E0,-6.167500615E-1
1.940550317E1,8.741579056E0,2.254637241E0,-8.333004713E-1
1.942354626E1,9.042476654E0,2.644667149E0,-2.201396823E-1
1.944157635E1,9.366703987E0,2.909074068E0,5.419743061E-1
1.945960815E1,9.239286423E0,2.924029350E0,8.333004713E-1
1.947763427E1,9.015557289E0,2.676970243E0,3.768695518E-2
1.949566186E1,9.908679008E0,2.834298372E0,-5.521438122E-1
1.951369036E1,1.102672482E1,3.252444267E0,-2.321037948E-1
1.953171453E1,1.181097221E1,3.554538012E0,3.948157430E-1
1.954973040E1,1.179721355E1,3.115455151E0,5.587241054E-1
1.956777746E1,1.194497108E1,2.933002472E0,1.537986755E0
1.958580725E1,1.225065327E1,2.261217356E0,1.621137381E0
1.960383978E1,1.231765270E1,1.710868239E0,-8.111668825E-1
1.962186511E1,1.191625690E1,9.332008362E-1,-4.506283283E0
1.963989264E1,1.050329494E1,-6.281159073E-2,-7.319644451E0
1.965792169E1,8.665607452E0,-1.202991605E0,-7.200601578E0
1.967595044E1,8.112865448E0,-1.967498422E0,-4.899902344E0
1.969398028E1,9.067601204E0,-2.881556749E0,1.333998591E-1
1.971200860E1,1.071625614E1,-3.388236761E0,3.573680639E0
1.973003808E1,1.315813160E1,-2.492722988E0,1.597209096E0
1.974805908E1,1.477747440E1,6.406782866E-1,-1.250249892E-1
1.976606921E1,1.273460197E1,1.557129383E0,-1.962114573E0
1.978412378E1,1.080838013E1,2.306082726E0,-4.061218262E0
1.980215258E1,9.763913155E0,2.638685226E0,-5.081159115E0
1.982019079E1,8.868398666E0,2.706282377E0,-4.621138573E0
1.983822003E1,8.208578110E0,2.863012314E0,-3.379263878E0
1.985623993E1,6.921837807E0,2.391027927E0,-1.469193101E0
1.987426922E1,5.417948723E0,1.683350682E0,5.138586760E-1
1.989229492E1,4.592424870E0,6.735795736E-1,1.761715651E0
1.991032739E1,5.852245808E0,2.117647976E-1,2.127817631E0
1.992835449E1,7.461419106E0,5.084748194E-2,2.401795626E0
1.994638360E1,8.730213165E0,2.512463629E-1,1.710269928E0
1.996441235E1,8.870193481E0,5.521438122E-1,1.140778184E0
1.998243841E1,8.474181175E0,9.260223508E-1,8.297112584E-1
2.000045343E1,8.264809608E0,1.344168067E0,6.849454641E-1
2.001850012E1,8.465806961E0,1.451246977E0,7.459624410E-1
2.003652813E1,8.737990379E0,1.185643673E0,5.653043389E-1
2.005456244E1,9.135796547E0,7.663014531E-1,3.038884699E-1
2.007258551E1,9.840482712E0,7.214360237E-1,8.751748800E-1
2.009061456E1,1.152144146E1,1.152742267E0,2.009970903E0
2.010863983E1,1.252822113E1,1.752742529E0,2.620738983E0
2.012665850E1,1.216032505E1,2.030309916E0,2.438884497E0
2.014470153E1,1.212622738E1,1.722832322E0,1.743171334E0
2.016273120E1,1.335972691E1,1.400399446E0,-5.258227587E-1
2.018076257E1,1.424746418E1,1.244866014E0,-1.601396561E0
2.019878826E1,1.371386433E1,1.360917926E0,-2.669791937E0
2.021681012E1,1.288355541E1,1.984248161E0,-3.148356438E0
2.023483014E1,9.242277145E0,1.127617717E0,-3.593421459E0
2.025287725E1,6.859624386E0,4.277170599E-1,-3.031108141E0
2.027091668E1,6.935596466E0,6.669993401E-1,-1.041476011E0
2.028893634E1,9.322437286E0,1.182652593E0,5.641079545E-1
2.030696228E1,1.127378368E1,1.548754454E0,3.954139352E-1
2.032498730E1,1.082991505E1,1.354935765E0,-1.068395257E0
2.034302062E1,9.583852768E0,9.439685345E-1,-1.497906923E0
2.036104644E1,8.120043755E0,4.277170599E-1,-1.196411371E0
2.037907183E1,7.752147198E0,-2.171486616E-1,-8.679963946E-1
2.039710540E1,7.855636597E0,-7.196413875E-1,-7.944171429E-1
2.041513549E1,8.301898003E0,-1.107278705E0,-8.464609981E-1
2.043316461E1,9.118449211E0,-2.727817893E-1,1.411765367E-1
2.045119317E1,9.339784622E0,3.056831062E-1,3.337987661E-1
2.046922100E1,8.551948547E0,8.321040869E-1,1.184447184E-1
2.048724719E1,7.904091358E0,1.272383451E0,-5.688936114E-1
2.050526257E1,8.107481003E0,1.753939033E0,-1.135394335E0
2.052330609E1,8.476573944E0,2.141576290E0,-1.529013634E0
2.054133697E1,8.606983185E0,2.254039049E0,-1.396211982E0
2.055937048E1,8.709874153E0,2.031506538E0,-9.134600163E-1
2.057739538E1,8.808578491E0,1.779661894E0,-3.014956415E-1
2.059542456E1,9.142974854E0,1.657029629E0,6.532405615E-1
2.061345227E1,1.009113121E1,2.002792597E0,1.733001828E0
2.063148217E1,1.072762203E1,2.241476536E0,7.040880919E-1
2.064950958E1,1.103809071E1,2.550748825E0,-1.456032634E0
2.066753906E1,1.081496048E1,2.713460922E0,-2.043470621E0
2.068556744E1,1.000618649E1,2.372483730E0,-1.085145116E0
2.070359771E1,9.653842926E0,1.498505235E0,4.947160780E-1
2.072162542E1,9.600004196E0,2.775674164E-1,1.798804402E0
2.073965234E1,1.062054348E1,-1.231705427E0,2.581257343E0
2.075767187E1,1.133420277E1,-2.348555326E0,2.622533560E0
2.077571295E1,1.152443218E1,-2.224128723E0,-6.675975323E-1
2.079374054E1,1.201376438E1,-1.508674622E0,-5.001597404E0
2.081177246E1,1.124686432E1,-1.258026481E0,-8.008777618E0
2.082979889E1,8.973084450E0,-1.596012712E0,-7.729415417E0
2.084782843E1,7.709674358E0,-2.257628202E0,-5.030909538E0
2.086585656E1,1.000977516E1,-1.572084427E0,3.948157281E-2
2.088388629E1,1.335553932E1,-2.380858511E-1,1.424327731E0
2.090191436E1,1.489950848E1,9.834501147E-1,-3.655036688E-1
2.091994390E1,1.473260880E1,2.103291035E0,-3.358326674E0
2.093797149E1,1.297448254E1,2.880958557E0,-4.813162804E0
2.095600079E1,1.049491978E1,3.053839922E0,-5.242674351E0
2.097402984E1,8.131409645E0,2.536990166E0,-4.045664787E0
2.099205944E1,6.230910301E0,1.590628862E0,-1.917249203E0
2.101008770E1,5.975476265E0,6.652047038E-1,3.260220885E-1
2.102811712E1,6.719046116E0,1.208375469E-1,1.701296926E0
2.104614502E1,7.688138962E0,-2.781656384E-1,1.653440475E0
2.106417553E1,8.350951195E0,-4.396811724E-1,1.570888042E0
2.108220251E1,8.691927910E0,-8.554340899E-2,1.420738459E0
2.110023205E1,8.598010063E0,4.217349887E-1,1.251446247E0
2.111825653E1,8.394021988E0,6.556333899E-1,5.970092416E-1
2.113627502E1,7.968697548E0,9.445667267E-1,1.627119333E-1
2.115431860E1,7.830512047E0,1.313659668E0,1.710868180E-1
2.117234820E1,7.872984886E0,1.487139225E0,8.572286963E-1
2.119038000E1,8.275577545E0,1.207777262E0,1.459023595E0
2.120840631E1,8.511868477E0,1.022333503E0,1.779063582E0
2.122643365E1,8.633902550E0,1.483550072E-1,1.587039590E0
2.124446276E1,8.790632248E0,-2.063809484E-1,1.487737536E0
2.126249170E1,9.702297211E0,8.973085321E-3,1.914258122E0
2.128052160E1,1.067916775E1,3.062812984E-1,1.834098577E0
2.129854992E1,1.181994534E1,7.836494446E-1,1.571486235E0
2.131657934E1,1.220399380E1,8.273184299E-1,1.169492126E0
2.133460699E1,1.135573769E1,5.030909777E-1,1.636092424E0
2.135263696E1,1.163629627E1,2.374876440E-1,2.748754978E0
2.137066461E1,1.313360500E1,-6.323033571E-1,1.722234130E0
2.138869409E1,1.471226978E1,-1.112662554E0,-4.749752879E-1
2.140672326E1,1.316351604E1,-6.951149702E-1,-2.057827473E0
2.142475280E1,9.503094673E0,-1.214357466E-1,-3.426522017E0
2.144278082E1,6.919445038E0,-4.683950245E-1,-4.779065132E0
2.146081018E1,5.397609711E0,-4.851447940E-1,-3.777668715E0
2.147883789E1,6.533003807E0,-8.207381964E-1,-1.005583763E0
2.149686413E1,1.018505001E1,-9.224331379E-1,4.612165689E-1
2.151488043E1,1.209930801E1,-1.150947690E0,1.111466169E0
2.153292492E1,1.280160141E1,-1.188634634E0,1.114457130E0
2.155095367E1,1.226321602E1,-1.063011408E0,6.999006122E-2
2.156898724E1,1.070130062E1,-7.573283911E-1,-2.142772675E0
2.158701153E1,9.845867157E0,-9.421738982E-1,-4.560121536E0
2.160504132E1,9.903294563E0,-8.129615188E-1,-4.884947300E0
2.162306921E1,9.683753014E0,-5.784648657E-1,-3.090928555E0
2.164109716E1,9.450452805E0,-3.876372576E-1,-9.667003751E-1
2.165911847E1,9.072985649E0,3.948157281E-2,-2.087737769E-1
2.167715582E1,8.855237961E0,5.826523304E-1,-6.257231236E-1
2.169518463E1,8.773283958E0,1.077966571E0,-1.420140266E0
2.171321673E1,9.089735031E0,1.578066587E0,-2.282154560E0
2.173124273E1,9.203991890E0,2.049452543E0,-2.494517565E0
2.174927227E1,8.665008545E0,2.522633314E0,-2.065604210E0
2.176730023E1,8.224729538E0,2.845664263E0,-1.316650629E0
2.178533190E1,7.764111042E0,3.062813044E0,-3.906283081E-1
2.180336297E1,7.318448067E0,2.903092146E0,5.042873621E-1
2.182138726E1,7.734200954E0,2.624926329E0,6.855437160E-1
2.183941076E1,8.659625053E0,2.608176708E0,5.449653864E-1
2.185742559E1,9.215956688E0,2.451446772E0,-2.243271172E-1
2.187547381E1,9.381659508E0,2.078166485E0,-5.282155871E-1
2.189350329E1,9.403194427E0,1.727019787E0,1.363908947E-1
2.191153601E1,9.585049629E0,1.515254974E0,1.311266780E0
2.192956103E1,9.926026344E0,9.804590940E-1,1.556531072E0
2.194758868E1,1.049192905E1,1.758724600E-1,1.692323804E0
2.196561767E1,1.103091240E1,-4.809573591E-1,1.889133453E0
2.198364660E1,1.195693493E1,-5.509474277E-1,1.973480463E0
2.200167694E1,1.268913841E1,-5.060819983E-1,-2.506481647E0
2.201970520E1,1.160818100E1,1.316052526E-1,-5.867201328E0
2.203773449E1,1.148794174E1,4.109672904E-1,-7.386643410E0
2.205576226E1,1.176790142E1,-7.040880919E-1,-6.279364586E0
2.207379223E1,1.005703354E1,-2.787638426E0,-2.910270452E0
2.209181988E1,8.796614647E0,-3.633501291E0,-3.161516905E0
2.210984887E1,1.017069244E1,-1.924427629E0,-3.382254839E0
2.212787750E1,1.261675549E1,-3.451646566E-1,-1.929213285E0
2.214590771E1,1.337647724E1,4.175475538E-1,-5.838487148E-1
2.216393579E1,1.238465214E1,4.438686073E-1,-3.140579760E-1
2.218196618E1,1.111645603E1,7.992027402E-1,-1.420140266E0
2.219998938E1,1.025145054E1,1.111466169E0,-2.818146944E0
2.221800415E1,8.867202759E0,1.185643673E0,-3.693321705E0
2.223603192E1,7.867002487E0,1.331605792E0,-3.547957659E0
2.225406549E1,7.340581894E0,1.520638824E0,-2.359323025E0
2.227211254E1,7.318448067E0,1.634297848E0,-7.938188910E-1
2.229014257E1,7.138388157E0,1.737189293E0,4.043870270E-1
2.230817071E1,6.798008919E0,1.749153376E0,1.025922656E0
2.232619659E1,6.602993965E0,1.577468276E0,1.609771490E0
2.234422418E1,7.197012424E0,7.680960894E-1,1.673779488E0
2.236225427E1,8.525029182E0,2.021935135E-1,1.520040631E0
2.238028216E1,9.681360245E0,-4.666004330E-2,1.585245013E0
2.239831066E1,1.000618649E1,1.112662554E-1,1.526620865E0
2.241633990E1,1.065882874E1,4.384847581E-1,9.074779749E-1
2.243436956E1,1.089212894E1,9.714859724E-1,5.084748268E-1
2.245239782E1,9.686145782E0,1.005583763E0,7.166503668E-1
2.247042724E1,8.903693199E0,1.024128079E0,1.062413216E0
2.248845520E1,9.325428009E0,7.830511928E-1,1.568495274E0
2.250648541E1,9.914062500E0,1.860419661E-1,2.218744755E0
2.252451275E1,1.036750221E1,-5.850451589E-1,2.745764017E0
2.254254193E1,1.045424175E1,-1.037288666E0,3.454039574E0
2.256057110E1,1.008455086E1,-1.072582722E0,3.918246984E0
2.257860095E1,9.973882675E0,-1.049850941E0,3.302693367E0
2.259662902E1,1.093460083E1,-1.298704505E0,1.482951880E0
2.261465844E1,1.222612762E1,-1.208375454E0,-4.923232496E-1
2.263268634E1,1.262393379E1,-1.153938770E0,-1.228714466E0
2.265071630E1,1.237926769E1,-6.317051649E-1,-9.104689956E-1
2.266874371E1,1.191864967E1,5.024927482E-2,-1.824527264E0
2.268677301E1,1.078564835E1,5.904290080E-1,-3.113062143E0
2.270480181E1,1.011446095E1,9.391828775E-1,-3.466003656E0
2.272283197E1,9.692128181E0,1.349551916E0,-3.251846075E0
2.274086023E1,9.561718941E0,1.744367719E0,-2.456232548E0
2.275888970E1,9.501898766E0,1.641476393E0,-1.515254974E0
2.277691729E1,9.388837814E0,9.026923180E-1,-1.311266780E0
2.279494720E1,9.658628464E0,3.684946895E-1,-1.089930773E0
2.281297467E1,9.272188187E0,8.554340899E-2,-4.911268353E-1
2.283100421E1,8.528617859E0,-2.303091735E-1,-1.154536903E-1
2.284903283E1,7.855038643E0,-5.653043389E-1,-8.853443712E-2
2.286706317E1,7.887939930E0,-8.739784956E-1,-5.551348329E-1
2.288509118E1,8.241478920E0,-9.672985673E-1,-1.032503009E0
2.290312097E1,8.628518105E0,-7.818548083E-1,-9.726824164E-1
2.292114685E1,8.874979019E0,-1.668993831E-1,-5.748756528E-1
2.293917187E1,8.967700958E0,4.474578202E-1,-4.917250574E-1
2.295720575E1,9.030512810E0,9.332008362E-1,-5.988038778E-1
2.297523492E1,9.057432175E0,1.649253011E0,-7.836494446E-1
2.299326568E1,9.575477600E0,2.212164640E0,-1.436291814E0
2.301129425E1,1.000618649E1,2.536990166E0,-1.692323804E0
2.302932196E1,9.832706451E0,2.705085993E0,-1.482353687E0
2.304735186E1,8.874381065E0,2.369492531E0,-1.320838094E0
2.306537939E1,7.317849636E0,2.108675003E0,-1.277767301E0
2.308340954E1,6.050251961E0,1.502094388E0,-1.706680775E0
2.310143701E1,6.995417118E0,8.279166222E-1,-2.183450699E0
2.311946618E1,8.565108299E0,3.314059377E-1,-1.216152072E0
2.313749402E1,9.622735977E0,-4.426721856E-2,-3.098705411E-1
2.315552032E1,9.513264656E0,-3.080759048E-1,5.030909777E-1
2.317355310E1,9.236893654E0,-6.167500615E-1,-1.441675574E-1
2.319158282E1,8.365307808E0,-1.109073281E0,-1.920240164E0
2.320961187E1,8.047660828E0,-1.162911773E0,-3.046063185E0
2.322764074E1,8.175676346E0,-9.667003751E-1,-2.297708035E0
2.324566827E1,8.130212784E0,-8.087740541E-1,-2.231307030E0
2.326369732E1,7.511070251E0,-5.862415433E-1,-3.524627686E0
2.328172625E1,8.117650986E0,-8.494520187E-2,-4.392624378E0
2.329975671E1,9.670592308E0,-5.204389244E-2,-4.797609329E0
2.331778448E1,9.997811317E0,-4.761717021E-1,-3.412165165E0
2.333581384E1,9.684949875E0,-7.495517135E-1,-5.647061467E-1
2.335383734E1,8.867202759E0,-5.264210105E-1,-2.392822690E-2
2.337185028E1,8.672785759E0,1.429711580E-1,-1.038485050E0
2.338988446E1,8.102097511E0,1.243071318E0,-2.316850424E0
2.340792877E1,7.561917782E0,2.051247120E0,-3.512065411E0
2.342596179E1,7.935198307E0,1.241874933E0,-2.660220623E0
2.344399121E1,8.559126854E0,4.049852192E-1,-4.713860750E-1
2.346201568E1,8.049455643E0,-1.818545163E-1,1.336989641E0
2.348004522E1,7.578069210E0,-5.886343718E-1,-4.313062727E-1
2.349807281E1,7.889136314E0,-8.267202377E-1,-1.777269006E0
2.351610278E1,8.376075745E0,-9.224331379E-1,-2.131406784E0
2.353413037E1,8.541778564E0,-8.081758618E-1,-1.325623751E0
2.355215954E1,7.899305820E0,-8.560323119E-1,-1.481157184E0
2.357018866E1,7.936992645E0,-7.537391186E-1,-3.505485058E0
2.358821905E1,7.540980339E0,-4.366901219E-1,-5.248656273E0
2.360625079E1,7.769495010E0,-1.130608693E-1,-4.725226402E0
2.362428961E1,9.829116821E0,8.853443712E-2,-3.289532900E0
2.364230407E1,1.203888893E1,5.449653864E-1,-3.206382275E0
2.366033435E1,1.230628681E1,6.233302951E-1,-4.734797955E0
2.367835839E1,1.101356411E1,-6.340979785E-2,-5.201398373E0
2.369639123E1,1.104766178E1,-3.888336718E-1,-3.744169235E0
2.371441723E1,1.055593681E1,-8.685946465E-1,-2.662015200E0
2.373244000E1,1.034955597E1,-6.364908218E-1,-2.709871531E0
2.375047753E1,1.090887833E1,-2.955136001E-1,-2.794218540E0
2.376850732E1,9.934999466E0,-2.482553422E-1,-2.954537868E0
2.378653741E1,8.632107735E0,-1.860419661E-1,-3.547957659E0
2.380456536E1,7.316653252E0,5.443671346E-2,-4.448257446E0
2.382259307E1,7.429116249E0,3.684946895E-1,-4.631308079E0
2.384061944E1,9.229117393E0,9.912267923E-1,-4.065405846E0
2.385864068E1,1.044826031E1,1.517049551E0,-3.646063566E0
2.387668072E1,1.123310566E1,1.549352646E0,-3.552743435E0
2.389470910E1,1.144546890E1,1.113260746E0,-3.737588882E0
2.391274115E1,1.294756317E1,4.839483798E-1,-4.177269936E0
2.393076410E1,1.351585865E1,-7.429714203E-1,-4.688735962E0
2.394878686E1,1.288056469E1,-1.779063582E0,-3.317648649E0
2.396682385E1,1.282852077E1,-2.788834810E0,-2.286940336E0
2.398485333E1,1.489891052E1,-3.196810961E0,-2.581257343E0
2.400288440E1,1.551207066E1,-3.350549936E0,-2.028515339E0
2.402091253E1,1.420259857E1,-3.069393158E0,-9.762716293E-1
2.403894024E1,1.291884899E1,-2.173281193E0,-1.651047617E-1
2.405696521E1,1.164467144E1,-1.049850941E0,1.207777262E0
2.407497583E1,1.112064362E1,-5.108676553E-1,1.856232166E0
2.409301501E1,9.854840279E0,1.118644550E-1,1.827518344E0
2.411105548E1,9.339784622E0,3.146561682E-1,4.725824594E-1
2.412908819E1,9.067003250E0,4.175475538E-1,-5.874379873E-1
2.414711334E1,8.675776482E0,7.519445419E-1,6.628118753E-1
2.416514318E1,8.449056625E0,1.051645517E0,2.977269650E0
2.418317175E1,8.411369324E0,1.293320656E0,3.654438496E0
2.420119964E1,8.518448830E0,1.777867198E0,2.535195589E0
2.421922033E1,8.581260681E0,2.041077614E0,1.994417667E0
2.423725872E1,7.883752346E0,1.943570137E0,2.550150633E0
2.425528619E1,7.540382385E0,2.011167526E0,3.486342669E0
2.427331762E1,8.109873772E0,2.322832584E0,3.655634880E0
2.429134436E1,9.067601204E0,2.553740025E0,3.604189157E0
2.430937463E1,9.966704369E0,2.907279491E0,3.977469444E0
2.432740252E1,9.569496155E0,3.055634499E0,4.106681824E0
2.434543249E1,9.070592880E0,3.091526747E0,3.936193228E0
2.436345623E1,8.724829674E0,3.162115097E0,4.036691666E0
2.438147497E1,8.626125336E0,3.220739365E0,4.132404804E0
2.439951757E1,9.745966911E0,3.133999348E0,4.120440483E0
2.441754675E1,9.817750931E0,2.712862730E0,4.222135544E0
2.443557959E1,9.693324089E0,2.633301258E0,4.318446636E0
2.445360577E1,8.726025581E0,2.035693884E0,4.232903481E0
2.447163366E1,8.062616348E0,2.154138565E0,4.243670940E0
2.448966345E1,8.278568268E0,1.956132531E0,4.162913322E0
2.450769146E1,8.013563156E0,2.083550215E0,4.124628067E0
2.452572137E1,7.141977310E0,1.861616015E0,4.180261135E0
2.454374908E1,6.878168583E0,2.041077614E0,4.189832687E0
2.456177795E1,7.299903870E0,1.620539188E0,5.522036552E0
2.457980718E1,7.034300327E0,1.521835208E0,6.110671043E0
2.459783673E1,5.551946640E0,1.353739381E0,5.207978249E0
2.461586511E1,4.500301361E0,1.572084427E0,5.376672268E0
2.463389453E1,4.998008251E0,2.348555326E0,6.518048763E0
2.465192254E1,5.955735683E0,3.211766243E0,7.089335442E0
2.466995269E1,6.867401123E0,3.991826296E0,6.988238335E0
2.468798010E1,6.757331371E0,4.462016106E0,6.542575359E0
2.470600940E1,5.992226124E0,4.612763882E0,7.350152969E0
2.472403820E1,5.543571949E0,4.629513741E0,8.248658180E0
2.474206842E1,5.209175110E0,4.819144726E0,8.473583221E0
2.476009607E1,4.182653904E0,4.949553490E0,7.792825222E0
2.477812609E1,3.652045488E0,5.303691387E0,6.923632145E0
2.479615405E1,3.569493294E0,5.784050465E0,7.575676441E0
2.481418475E1,3.364906788E0,6.018547058E0,8.105088234E0
2.483221142E1,3.377469063E0,5.924030781E0,7.866404533E0
2.485024029E1,3.126821041E0,5.950950146E0,6.687939167E0
2.486826599E1,2.389831543E0,5.922834396E0,6.537191391E0
2.488628668E1,1.864607096E0,5.776273727E0,9.345767021E0
2.490432763E1,2.892324448E0,5.596213818E0,1.050449181E1
2.492235760E1,3.750151396E0,5.099703312E0,1.019402313E1
2.494038861E1,3.666402578E0,4.317250252E0,9.228518486E0
2.495841534E1,2.920439959E0,3.675375462E0,8.608179092E0
2.497644232E1,1.066600680E0,3.537189960E0,8.779864311E0
2.499447149E1,4.163511395E-1,4.009174347E0,8.703293800E0
2.501250079E1,5.300102234E-1,4.539184570E0,8.099106789E0
2.503053088E1,8.787640929E-1,4.966901779E0,8.640482903E0
2.504855877E1,1.608574986E0,5.093721390E0,9.087342262E0
2.506658844E1,1.972284079E0,5.111069202E0,8.203194618E0
2.508461633E1,1.520638824E0,5.151747227E0,6.614359856E0
2.510264666E1,5.030909777E-1,5.103890896E0,6.430710793E0
2.512067413E1,-4.743770957E-1,5.409573555E0,8.656634331E0
2.513870294E1,-7.477570772E-1,5.438885689E0,1.071924686E1
2.515673168E1,-5.413761139E-1,4.995017052E0,1.007139015E1
2.517475836E1,-6.173482537E-1,3.741178274E0,8.783453941E0
2.519277649E1,-9.553344250E-1,3.330809116E0,8.714659691E0
2.521081970E1,-8.853443861E-1,3.128017426E0,9.159127235E0
2.522884759E1,-1.639083475E-1,3.002992392E0,9.343972206E0
2.524688116E1,5.108676553E-1,2.612364054E0,9.367900848E0
2.526490509E1,1.189232826E0,2.532204628E0,9.261420250E0
2.528293432E1,1.468594909E0,2.543570518E0,9.017352104E0
2.530096374E1,7.447660565E-1,2.782254457E0,9.104091644E0
2.531899347E1,2.201396823E-1,3.057429075E0,8.822337151E0
2.533701739E1,1.639083475E-1,3.323032379E0,8.072187424E0
2.535503588E1,-2.572284341E-1,3.795614958E0,8.252246857E0
2.537307885E1,-4.773681164E-1,4.122235298E0,9.717252731E0
2.539110516E1,-3.152543902E-1,3.800998688E0,9.570094109E0
2.540912066E1,6.939185411E-2,3.752544165E0,9.712467194E0
2.542714556E1,3.122633696E-1,3.763910055E0,8.289336205E0
2.544519451E1,5.916253924E-1,3.732803345E0,8.045268059E0
2.546322833E1,5.353940725E-1,3.890729666E0,9.319445610E0
2.548125518E1,1.064806104E0,4.460819721E0,1.068096161E1
2.549927282E1,1.383649707E0,4.832305431E0,9.585049629E0
2.551731012E1,1.408176184E0,5.093721390E0,7.235297680E0
